,Fitness,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
0,0.5029058504455637,0.018010100360562636,878.0,8.0,0.2289982485464933,0.27235696440249835,0.33128580555950055,0.0,6.0,5.0,2.0,8.0
1,0.5029058504455637,0.018010100360562636,88.0,19.0,0.2289982485464933,0.17801752476094235,0.33128580555950055,1.0,5.0,5.0,2.0,8.0
2,0.5029058504455637,0.018010100360562636,88.0,2.0,0.2289982485464933,0.17801752476094235,0.33128580555950055,1.0,6.0,5.0,1.0,8.0
3,0.5029058504455637,0.018010100360562636,831.0,9.0,1.0,0.24606625372531024,0.33128580555950055,1.0,5.0,5.0,2.0,8.0
4,0.5029058504455637,0.018010100360562636,88.0,2.0,0.2289982485464933,0.17801752476094235,0.33128580555950055,0.0,5.0,5.0,3.0,6.0
5,0.5029058504455637,0.22874806240589207,999.0,1.0,0.5446097058875798,0.19786810549720601,0.15731032265604306,1.0,3.0,7.0,5.0,6.0
6,0.5029058504455637,0.018010100360562636,88.0,2.0,0.2289982485464933,0.17801752476094235,0.33128580555950055,1.0,6.0,5.0,2.0,8.0
7,0.5029058504455637,0.01663054653595977,1432.0,3.0,0.5171369464947136,0.10660431831010561,0.8740339543818539,0.0,5.0,9.0,8.0,8.0
8,0.4970941495544363,0.7502149157611591,1425.0,15.0,0.0,0.938793793309554,0.9736706499684553,1.0,6.0,2.0,2.0,6.0
9,0.4895389383959705,0.1,4.0,2.0,0.1,0.1,0.1,3.0,2.0,2.0,2.0,2.0
10,0.4879891514916699,0.25583955630107563,1226.0,3.0,0.5972976483261122,0.1801639346439753,0.17707986634307868,0.0,7.0,4.0,9.0,5.0
11,0.4833397907787679,0.22013606072281428,59.0,3.0,0.7774711172479521,0.8668776742319247,0.18454792404607245,1.0,6.0,8.0,2.0,6.0
12,0.4794653235180163,0.22013606072281428,736.0,13.0,0.7774711172479521,0.8668776742319247,0.001,1.0,3.0,8.0,2.0,6.0
13,0.46106160402944596,0.22013606072281428,59.0,3.0,0.7774711172479521,0.8668776742319247,0.3855516330185405,1.0,6.0,8.0,8.0,6.0
14,0.4072065091049981,0.3712714038175546,1025.0,3.0,0.08591586564057138,0.9120001700055733,0.17707986634307868,1.0,7.0,8.0,9.0,5.0
15,0.40604416892677253,0.26394311926510156,1425.0,2.0,0.6920743624633535,0.938793793309554,0.25411903780288575,1.0,6.0,5.0,2.0,6.0
16,0.3558698179000388,0.2481214637985777,3.0,3.0,1.0,0.8589281723848324,0.7445359041950905,1.0,7.0,8.0,8.0,5.0
17,0.3519953506392871,0.6699578265367107,1410.0,1.0,0.5171369464947136,0.48756883557306846,0.6480173957434275,0.0,3.0,9.0,9.0,9.0
18,0.34211545912437036,0.4277144849652552,1500.0,18.0,0.5999922684665124,0.49334912334842296,0.08196051466800437,0.0,6.0,3.0,8.0,2.0
19,0.3407593955831073,0.7225416497811921,1410.0,1.0,0.5171369464947136,0.48756883557306846,0.6480173957434275,0.0,6.0,9.0,9.0,9.0
20,0.33010461061604024,0.7213640539689179,1407.0,13.0,0.13930561723693166,0.9120001700055733,0.07697534644194423,1.0,5.0,8.0,8.0,5.0
21,0.3144130182099961,0.7213640539689179,1226.0,3.0,0.08591586564057138,0.9120001700055733,0.17707986634307868,1.0,7.0,8.0,9.0,5.0
22,0.3136381247578458,0.7897813517099157,59.0,19.0,0.0684221240437074,0.2715828361927745,0.3855516330185405,1.0,6.0,8.0,9.0,2.0
23,0.30840759395583106,0.4277144849652552,332.0,18.0,0.4398695969264057,0.7757258236255486,0.08196051466800437,0.0,3.0,8.0,5.0,2.0
24,0.3082138705927935,0.2789162533234043,1500.0,14.0,0.7220832611609909,0.277363123968129,0.08196051466800437,1.0,5.0,3.0,8.0,2.0
25,0.29542812863231305,0.018010100360562636,88.0,15.0,0.2289982485464933,1.0,0.33128580555950055,1.0,6.0,5.0,2.0,6.0
26,0.2938783417280124,0.9923950834366806,1377.0,13.0,0.0684221240437074,0.8668776742319247,0.3855516330185405,1.0,6.0,8.0,8.0,6.0
27,0.285741960480434,0.4277144849652552,1500.0,14.0,0.21562212732625505,0.277363123968129,0.08196051466800437,1.0,5.0,3.0,8.0,5.0
28,0.28419217357613324,0.7897813517099157,59.0,13.0,0.0684221240437074,0.8668776742319247,0.3855516330185405,1.0,6.0,8.0,2.0,6.0
29,0.28322355676094535,0.8681221818410172,1432.0,13.0,0.09055057808003139,0.48756883557306846,0.8740339543818539,1.0,5.0,9.0,8.0,5.0
30,0.2762495156915924,0.3693119202023505,898.0,9.0,0.9667490213117297,0.27503632673289646,0.04749383123649743,0.0,7.0,6.0,4.0,6.0
31,0.2601704765594731,0.19518739344701544,1500.0,15.0,0.5393898347699184,1.0,0.30289762070400483,1.0,5.0,9.0,2.0,6.0
32,0.2549399457574584,0.8517450452710018,92.0,14.0,0.13819580159374123,0.5564548505201666,0.879460537127758,1.0,6.0,9.0,8.0,6.0
33,0.25048430840759395,0.7213640539689179,1226.0,3.0,1.0,0.9120001700055733,0.7445359041950905,1.0,7.0,8.0,8.0,5.0
34,0.25048430840759395,0.7344516426677015,1432.0,13.0,0.9556919190439422,0.454967932119555,0.8740339543818539,1.0,6.0,9.0,8.0,5.0
35,0.25029058504455637,0.9688739390993231,1500.0,14.0,0.13819580159374123,0.5564548505201666,0.879460537127758,1.0,5.0,8.0,8.0,5.0
36,0.248159628051143,0.7075685157228893,999.0,1.0,0.21790009211458894,0.19786810549720601,0.15731032265604306,1.0,3.0,7.0,5.0,6.0
37,0.248159628051143,0.7075685157228893,999.0,1.0,0.21790009211458894,0.19786810549720601,0.15731032265604306,1.0,3.0,7.0,8.0,6.0
38,0.24176675707090278,0.22013606072281428,59.0,13.0,0.7774711172479521,0.8668776742319247,0.3855516330185405,1.0,6.0,8.0,2.0,6.0
39,0.24118558698179005,0.948116096675079,1410.0,13.0,0.5171369464947136,0.48756883557306846,0.6480173957434275,0.0,6.0,9.0,9.0,9.0
40,0.2376985664471135,0.7609626952637732,882.0,2.0,0.6920743624633535,0.266539479456001,0.9736706499684553,1.0,6.0,2.0,4.0,6.0
41,0.23537388609066257,0.6678604645050119,1453.0,13.0,0.13819580159374123,0.2514593000440994,0.06789959338419974,0.0,5.0,3.0,8.0,5.0
42,0.21948857032158076,0.4277144849652552,1500.0,18.0,0.4398695969264057,0.277363123968129,0.08196051466800437,0.0,5.0,3.0,8.0,2.0
43,0.21929484695854318,0.26394311926510156,126.0,14.0,0.6920743624633535,0.938793793309554,0.9736706499684553,1.0,6.0,8.0,2.0,6.0
44,0.20825261526540095,0.4277144849652552,1500.0,14.0,0.21562212732625505,0.277363123968129,0.08196051466800437,1.0,5.0,3.0,8.0,2.0
45,0.20670282836110032,0.7487522232417011,1014.0,13.0,0.5171369464947136,0.48756883557306846,0.8740339543818539,0.0,5.0,9.0,8.0,5.0
46,0.20631538163502516,0.41367445984812923,1021.0,13.0,0.5675107552414371,0.8796096585596512,0.7993533773519162,0.0,5.0,9.0,9.0,5.0
