,Fitness,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
0,0.16095628415300545,0.36430122319208325,1181.0,10.0,0.5601930861596842,0.11420393113624408,0.23457725198633034,0.0,7.0,5.0,2.0,10.0
1,0.13945355191256825,0.486563785762796,484.0,1.0,0.21715582126679686,0.7675644887136804,0.0671681631603099,0.0,8.0,6.0,6.0,9.0
2,0.13308743169398907,0.36430122319208325,1181.0,1.0,0.5601930861596842,0.5601667252872815,0.23457725198633034,0.0,7.0,5.0,2.0,10.0
3,0.11310109289617487,0.486563785762796,746.0,1.0,0.07714261813609502,0.41980608936307784,0.7670713546622513,0.0,8.0,7.0,10.0,4.0
4,0.1095765027322404,0.8411759548964325,1008.0,17.0,0.39750137983694345,0.17311544955410674,0.26130437346088214,0.0,5.0,6.0,6.0,4.0
5,0.10219945355191262,0.9102204322667578,510.0,19.0,0.9299845181166315,0.008696713053897371,0.31920872433528674,0.0,7.0,6.0,5.0,4.0
6,0.09894808743169403,0.14375258555912465,1420.0,15.0,0.7150068782596886,0.4660451969805979,0.4958172662053543,0.0,8.0,8.0,8.0,3.0
7,0.09822404371584703,0.7936478785456619,1363.0,1.0,0.21715582126679686,0.7675644887136804,0.24196872157016974,0.0,8.0,6.0,6.0,2.0
8,0.08974043715846991,0.486563785762796,900.0,1.0,0.6011506069054564,0.7675644887136804,0.0671681631603099,0.0,8.0,3.0,2.0,9.0
9,0.08666666666666667,0.9102204322667578,1004.0,1.0,0.29670576916018887,0.7038772812464937,0.07207646657357185,0.0,5.0,6.0,5.0,5.0
10,0.08550546448087437,0.9102204322667578,1004.0,19.0,0.9299845181166315,0.008696713053897371,0.11747939407191421,1.0,6.0,3.0,5.0,4.0
11,0.08005464480874314,0.1,4.0,2.0,0.1,0.1,0.1,3.0,2.0,2.0,2.0,2.0
12,0.07732240437158466,0.486563785762796,1053.0,1.0,0.5134294542353346,0.5744632412761957,0.7670713546622513,0.0,7.0,6.0,2.0,4.0
13,0.07050546448087436,0.486563785762796,484.0,1.0,0.07714261813609502,0.7675644887136804,0.7670713546622513,0.0,8.0,6.0,10.0,4.0
14,0.06991803278688524,0.486563785762796,484.0,1.0,0.21715582126679686,0.7675644887136804,0.7670713546622513,0.0,8.0,6.0,10.0,4.0
15,0.06892076502732236,0.486563785762796,98.0,1.0,0.21715582126679686,0.794088639374576,0.0671681631603099,0.0,8.0,6.0,6.0,4.0
16,0.06892076502732236,0.486563785762796,484.0,1.0,0.21715582126679686,0.7675644887136804,0.0671681631603099,0.0,8.0,6.0,6.0,4.0
17,0.06672131147540983,0.5301570727641944,1178.0,3.0,0.5544794870748468,0.17311544955410674,0.2678381498809385,1.0,5.0,5.0,1.0,2.0
18,0.066051912568306,0.7882899160172321,251.0,17.0,0.310749296228499,0.743572131348806,0.08104660325380274,1.0,3.0,6.0,7.0,2.0
