,Fitness,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11
0,0.49658245534534196,0.1,4.0,2.0,0.1,0.1,0.1,3.0,2.0,2.0,2.0,2.0
1,0.49658245534534196,0.026441061560789295,1272.0,5.0,0.06857146574313266,0.06362171958882723,0.1789804684376608,0.0,8.0,3.0,5.0,7.0
2,0.49658245534534196,0.026441061560789295,1272.0,5.0,0.23032738252534096,0.06362171958882723,0.1789804684376608,0.0,8.0,8.0,1.0,7.0
3,0.49658245534534196,0.026441061560789295,1272.0,5.0,0.06857146574313266,0.06362171958882723,0.38096815132178463,0.0,8.0,3.0,5.0,7.0
4,0.49658245534534196,0.2000985832762954,1169.0,15.0,0.31088112550663816,0.5723553920677926,0.16462609413936963,1.0,4.0,3.0,6.0,5.0
5,0.49616706317737247,0.2000985832762954,1169.0,7.0,0.9338940607460997,0.18501329122237745,0.16462609413936963,1.0,5.0,10.0,9.0,2.0
6,0.2459499263622975,0.21167121242067105,1499.0,6.0,0.7361939342310532,0.8897066515059555,0.1289442327166034,0.0,3.0,8.0,4.0,3.0
7,0.22548242135871,0.2000985832762954,199.0,6.0,0.8670342321585713,0.5723553920677926,0.16462609413936963,1.0,8.0,10.0,9.0,2.0
8,0.205996752388505,0.1765746789055875,1134.0,7.0,0.28738010018216065,0.49529234087213375,0.18975617622990715,1.0,4.0,10.0,9.0,1.0
9,0.19965258109588002,0.5626126974795875,157.0,12.0,0.8845345438201934,0.17593534237296718,0.4970911021405743,1.0,7.0,3.0,8.0,2.0
10,0.1791095502435709,0.2000985832762954,1169.0,6.0,0.27984978047285586,0.5723553920677926,0.16462609413936963,1.0,4.0,10.0,9.0,2.0
11,0.17374721498432844,0.5626126974795875,157.0,12.0,0.8845345438201934,0.17593534237296718,0.4970911021405743,1.0,7.0,3.0,8.0,5.0
12,0.17374721498432844,0.5626126974795875,396.0,12.0,0.8845345438201934,0.17593534237296718,0.6607721647446636,1.0,7.0,3.0,8.0,5.0
13,0.17272761602658515,0.18894829028733107,14.0,11.0,0.407399681069325,0.3652002864281536,0.9093914815558553,0.0,3.0,8.0,8.0,3.0
14,0.16596805256599068,0.026441061560789295,1272.0,5.0,0.06857146574313266,0.5716731053089728,0.10634631636269339,0.0,8.0,3.0,7.0,7.0
15,0.15346852460254523,0.2000985832762954,1415.0,6.0,0.8114971313241012,0.5723553920677926,0.15233058238196634,0.0,4.0,3.0,9.0,2.0
16,0.13791019976586982,0.8035959909604932,27.0,11.0,0.1315025728897138,0.3564776410390934,0.4554446900634332,1.0,3.0,3.0,10.0,7.0
17,0.13428495902722704,0.8590544699907157,14.0,11.0,0.407399681069325,0.3652002864281536,0.17687799693433565,0.0,8.0,8.0,8.0,7.0
18,0.13058419243986252,0.7442345775947864,47.0,15.0,0.23239656445310464,0.39693541237196994,0.6183409086694442,1.0,3.0,3.0,6.0,3.0
19,0.12571277519731128,0.2000985832762954,1169.0,6.0,0.8114971313241012,0.5666694717854326,0.17434803032947777,1.0,4.0,3.0,9.0,1.0
20,0.1228805558702466,0.2000985832762954,1169.0,6.0,0.8114971313241012,0.5723553920677926,0.16462609413936963,1.0,4.0,3.0,9.0,2.0
21,0.1228805558702466,0.2000985832762954,1169.0,9.0,0.8114971313241012,0.5723553920677926,0.16462609413936963,1.0,4.0,3.0,9.0,2.0
